退出中共|Quit CPC
習近平+納那亞卡拉分析+腐敗的根源|Xi Jingping + Nanayakkara Analyzed + Roots of Corruption
网络黑屋子+中国政府+审查和控制|Internet Black House + Chinese Govt + Censroship and Control
胡春华+陪同下逛西湖路花市+习近平正面支持|Hu Chunhua + Walk Around Xihu Road Flower Market under Accompany + Xi Jinping Positive Support
高调曝光+习近平的正面+十九大前奏|High-profile exposure + Xi Jinping's Positive (Support) + Prelude to 19th Party Congress
胡春華+陪同下逛西湖路花市+習近平正面支持|Hu Chunhua + Walk Around Xihu Road Flower Market under Accompany + Xi Jinping Positive Support
高調曝光+習近平的正面+十九大前奏|High-profile exposure + Xi Jinping's Positive (Support) + Prelude to 19th Party Congress
谢阳刑讯逼供+控告后援团|Xie Yang Extorted a Confession by Torture + Accusations Back Up
謝陽刑訊逼供+控告後援團|Xie Yang Extorted a Confession by Torture + Accusations Back Up
春晚+愚民工程+萎大的奴隶制度|Spring Festival Gala + Fool Citizens Project + Withered Slavery
春晚+愚民工程+萎大的奴隸制度|Spring Festival Gala + Fool Citizens Project + Withered Slavery
自焚抗议+达赖喇嘛+中共+人权|Self-Immolation Protest + Dalai Laima + CCP + Human Rights
中共当局+摧毁西藏+支持西藏|CCP Authorities + Destroy Tibet + Support Tibet
上海帮+团派+习近平|Shanghai Clique + Youth League Faction + Xi Jinping
包括春晚+威权国家+寄生宿主|Spring Festival Gala Included + Authoritarian State + Parasitic Host
包括春晚+威權國家+寄生宿主|Spring Festival Gala Included + Authoritarian State + Parasitic Host
facebook+习近平+开户|facebook + Xi Jinping + Opened an Account
被抓+肖建华+香港|Arrested + Xiao Jianhua + Hong Kong
被抓+肖建華+香港|Arrested + Xiao Jianhua + Hong Kong
abducted+corruption+Chinese+Jianhua|
陈破空+清算VPN+诸如六四周年|Chen Pokong + Crackdown on VPN + June 4 Anniversay For Example
封杀VPN+习近平完成集权+十九大|Block VPN + Xi Jinping Finishes Cosolidating Power + 19th Party Congress
封殺VPN+習近平完成集權+十九大|Block VPN + Xi Jinping Finishes Cosolidating Power + 19th Party Congress
谢阳+陈建刚+被抓捕+被审讯|Xie Yang + Chen Jiangang + Arrested + Interrogated 
谢阳+指定监视居住+轮班审讯|Xie Yang + Residential Confinement at Designated Residence  + Take TShift to Intrerogate
謝陽+指定監視居住+輪班審訊|Xie Yang + Residential Confinement at Designated Residence  + Take TShift to Intrerogate
文化大革命+精神是自由的+谢阳本人无罪|Cultural Revolution + Spirits Are Free + Xie Yang Myself Innocent
文化大革命+精神是自由的+謝陽本人無罪|Cultural Revolution + Spirits Are Free + Xie Yang Myself Innocent
肖建华+习|Xiao Jianhua + Xi (Jinping)
肖建華+習|Xiao Jianhua + Xi (Jinping)
六四+肖建华|June 4 + Xiao Jianhua
被控制+肖建华+明天系|Controlled + Xiao Jianhua + Tomorrow Group
被控制+肖建華+明天系|Controlled + Xiao Jianhua + Tomorrow Group
肖建华+八九民运|Xiao Jianhua + 89 Democratic Movement
肖建華+八九民運|Xiao Jianhua + 89 Democratic Movement
黄琦+维权人士+六四天网|Huang Qi + Rights Defender + June 4 Tianwang
酷刑+维权律师+高智晟|Torture + Rights Lawyer + Gao Zhisheng
习近平+中共暴政|Xi Jinping + CCP Repressive Regime
習近平+中共暴政|Xi Jinping + CCP Repressive Regime
肖建华+近平|Xiao Jianhua + Jinping
肖建華+近平|Xiao Jianhua + Jinping
天安门+博物馆北侧+交通事故|Tiananmen + North of (National) Museum + Traffic Accident
天安門+博物館北側+交通事故|Tiananmen + North of (National) Museum + Traffic Accident
权力斗争+习近平+太子党|Power struggle + Xi Jinping + Princeling
權力鬥爭+習近平+太子黨|Power struggle + Xi Jinping + Princeling
习近平+习家军+忠于自己|Xi Jinping + Xi's Army + Loyal to Himself
大抓捕+709+谢阳+维权律师|Mass Arrest + 709 + Xie Yang + Rights Lawyer
大抓捕+709+謝陽+維權律師|Mass Arrest + 709 + Xie Yang + Rights Lawyer
胡石根+大抓捕+秘密审判|Hu Shigen + Mass Arrest + Secret Interrogation
709大抓捕+人权捍卫者+剥夺会见权|709 Mass Arrest + Human Rights Defender + Deprived of Right to Meet
失联+曾飞洋+劳工|Lost Contact + Zeng Feiyang + Labour
709+大抓捕+指定居所监视|709 + Mass Arrest + Residential Confinement at Designated Residence
中国大陆+王全璋的妻子+家属的打压|Mainland China + Wang Quanzhang's Wife + Harassement on Relatives
须有的构陷+江天勇+报复和打压|Unfounded framing + Jiang Tianyong + Revenge and Surpression
須有的構陷+江天勇+報復和打壓|Unfounded framing + Jiang Tianyong + Revenge and Surpression
探望江天勇+中国当局+有些顾忌|Visit Jiang Tianyong + Chinese Authorities + Some Concerns
看望遭羁押+起诉公安部+江天勇|Visit Detained + Sue Ministry of Public Security + Jiang Tianyong
李文足+消除影响+颜色革命|Li Wenzu + Eliminate Ill Effects + Color Revolution
李文足+消除影響+顏色革命|Li Wenzu + Eliminate Ill Effects + Color Revolution
王峭岭+中共+709大抓捕|Wang Qiaoling + CCP + 709 Mass Arrest
王峭嶺+中共+709大抓捕|Wang Qiaoling + CCP + 709 Mass Arrest
中共暴政+唐荆陵+家属被打压|CCP Tyrannical Rule + Tang Jingling + Relatives Are Suppressed 
中共暴政+唐荊陵+家屬被打壓|CCP Tyrannical Rule + Tang Jingling + Relatives Are Suppressed 
习近平独裁+特朗普+任意逮捕记者|Xi Jinping Autocracy + Trump + Arrest Journalists Arbitrarily
習近平獨裁+特朗普+任意逮捕記者|Xi Jinping Autocracy + Trump + Arrest Journalists Arbitrarily
张德江+中央唯一支持的人选+钦点|Zhang Dejiang + The Only Candidate Approved by Central Government + Appointed
天安门+恐怖袭击+翻车|Tiananmen Square + Terrorist Attack + Car Accident
颠覆国家政权+中国人权+秦永敏|Subvert State Power + China Human Rights + Qin Yongmin
中国人权+批评中国政府|China Human Rights + Criticize Chinese Government
肖建华+中共权斗+曾庆红|Xiao Jianhua + CCP Power Struggle + Zeng Qinghong
肖建華+中共權鬥+曾慶紅|Xiao Jianhua + CCP Power Struggle + Zeng Qinghong
江泽民+曾庆红+大老虎|Jiang Zemin + Zeng Qinghong + Big Tiger
肖建华+声明+被绑架+被删除|Xiao Jianhua + Statement + Abducted + Deleted
肖建華+聲明+被綁架+被刪除|Xiao Jianhua + Statement + Abducted + Deleted
肖建华+邓家贵|Xiao Jianhua + Deng Jiagui
肖建華+鄧家貴|Xiao Jianhua + Deng Jiagui
央妈的智慧之处+财务欺诈+自家那本帐|Wisdom of Central Mother (People's Bank of China) + Accounting Fraud + Own Accounting Books
央媽的智慧之處+財務欺詐+自家那本帳|Wisdom of Central Mother (People's Bank of China) + Accounting Fraud + Own Accounting Books
中共19大+习近平+第二个任期+如何强硬|CCP 19th Party Congress + Xi Jinping + Second Term + How Strong
江泽民时期+放纵腐败+胡锦涛+被架空|Jiang Zemin Period + Give Corruption on a Loose Rein + Hu Jintao + Power taken away
龙镇洋辞职信+加速再文革+政治体制+破灭|Long Zhenyang Resignation Letter + Accelerate Cultrual Revolution Again + Political Reform + Disillusion
重回文革+龙镇洋+寻求政治庇护|Return to Cultural Revolution + Long Zhenyang + Seek Political Assylum
重回文革+龍鎮洋+尋求政治庇護|Return to Cultural Revolution + Long Zhenyang + Seek Political Assylum
乌坎关注团+打着党旗+庄烈宏|Wukan Concerned Group + Bring Party Flag + Zhuang Liehong
芮成钢+中国当局+周强胡吹海吹|Rui Chenggang + Chinese Authorities + Zhou Qiang Brags
芮成鋼+中國當局+周強胡吹海吹|Rui Chenggang + Chinese Authorities + Zhou Qiang Brags
威胁中共+下令媒体避免报道+特朗普不利|Threaten CCP + Order Media To Avoid Reporting + Critical of Trump
威脅中共+下令媒體避免報道+特朗普不利|Threaten CCP + Order Media To Avoid Reporting + Critical of Trump
习近平+煽动民粹+专制者的惯用|Xi Jinping + Incite Nationalism + Authocrats' Frequently-used (techniques)
習近平+煽動民粹+專制者的慣用|Xi Jinping + Incite Nationalism + Authocrats' Frequently-used (techniques)
人权问题+中国+民众抗议|Human Rights Question + China + Civilian's Protest
习近平上台+对外援助+到处乱撒钱|Xi Jinping Took Office + Foreign Aid + Spent Money Randomly
特别是习近平为+提供巨额援助+老百姓抱怨|Especially Xi Jinping In Order To + Provide Enourmous Aid + People Complain
反人类+中国文革回潮+共产党的暴政|Anti-mankind + China's Cultual Revolution's Comeback + Communist Party's Tyrannical Rule
共产党暴力+中共意识形态+旅美中国民运|Communist Party's Violence + CCP Ideology + Chinese Activists Residing in US
中国政府+限制藏人旅行+刁难出国|Chinese Govt + Limit Tibetans' Travel + Create Difficulties for Going Abroad
中國政府+限制藏人旅行+刁難出國|Chinese Govt + Limit Tibetans' Travel + Create Difficulties for Going Abroad
被关押+贾庆林|Under Custody + Jia Qinglin 
不重王道+政治控制毫不放松+习近平|No Emphasis on Humane Authority + Not losing Grip on Political Control + Xi Jinping
六四+镇压+屠城|June 4 + Crackdown + Massacra
权平+习近平+煽动颠覆国家政权|Kwon Pyong + Xi Jinping + Subversion of State Power
權平+習近平+煽動顛覆國家政權|Kwon Pyong + Xi Jinping + Subversion of State Power
习包子+大撒币|Xi Bun + Big Stupid
習包子+大撒幣|Xi Bun + Big Stupid
达赖喇嘛+抗暴+西藏流亡政府|Dalai Lama + Fight Against Violence + Tibet Government In Exile
達賴喇嘛+抗暴+西藏流亡政府|Dalai Lama + Fight Against Violence + Tibet Government In Exile
肖建华+压力太大+大陆|Xiao Jianhua + Too Much Pressure + Mainland
肖建華+壓力太大+大陸|Xiao Jianhua + Too Much Pressure + Mainland
出版禁书+当局+铜锣湾书店|Publish Banned Books + Authorities + Causeway Bay Bookstore
习子规|Standards for being a Good Xi's Pupil and Child
習子規|Standards for being a Good Xi's Pupil and Child
红军小学+洗脑教育+中共军队|Red Army Primary School + Brainwashing Education + CCP Army
紅軍小學+洗腦教育+中共軍隊|Red Army Primary School + Brainwashing Education + CCP Army
皮山+袭击+出事|Pishan + Attack + Incident
维权组织+新疆的高压政策+地区动荡|Rights Organizations + Xinjiang's Restrictive Policies + Regional Turmoil
暗杀同父+毒针杀害+金正日|Assasinate Same Father('s son) + Killed by Poisonous Needle + Kim Jong-il
暗殺同父+毒針殺害+金正日|Assasinate Same Father('s son) + Killed by Poisonous Needle + Kim Jong-il
皮山+暴恐+击毙|Pishan + Terrorist Attack + Shot Death
政府强烈制止+不许碰金正男+中国当局|Govt Strongly Stops + No Touchign Kim Jong-nam + Chinese Authorities
政府強烈制止+不許碰金正男+中國當局|Govt Strongly Stops + No Touchign Kim Jong-nam + Chinese Authorities
中共决策层+特殊权力结构+攫取财富|CCP Decision-making personale + Special Power Structure + Rip Profits
中共決策層+特殊權力結構+攫取財富|CCP Decision-making personale + Special Power Structure + Rip Profits
金正恩下令+刺杀自己的兄长+黄映镜教授|Kim Jong-un Ordered + Assassinate one's own brother + Professor Balbina Hwang
金正恩下令+刺殺自己的兄長+黃映鏡教授|Kim Jong-un Ordered + Assassinate one's own brother + Professor Balbina Hwang
异议人士+黑影幢幢+中共政权|Dissident + Flickering shadows + CCP Authorities
異議人士+黑影幢幢+中共政權|Dissident + Flickering shadows + CCP Authorities
对权力构成挑战+独裁统治+取代金正恩|Post Challenges to Power + Autocratic Rule + Replace Kim Jong-un
對權力構成挑戰+獨裁統治+取代金正恩|Post Challenges to Power + Autocratic Rule + Replace Kim Jong-un
powerful+Chinese+Xi+leader|
独裁的金氏政权+沮丧与失望+受到北京的保护|Autocratic Kim's Regime + Upset and Disappointed + Protected by Beijing
獨裁的金氏政權+沮喪與失望+受到北京的保護|Autocratic Kim's Regime + Upset and Disappointed + Protected by Beijing
退伍老兵+军委大楼+维权+进京上访|Retired Veteran +  (Central)  Military Commission Building + Defend Rights + Go to Beijing to Petition
奥斯卡自由人权奖+王宇律师+维权人士|Oscars Freedom & Human Rights Awards + Lawyer Wang Yu + Rights Defender
激烈反弹+曾俊华当选+中央将不会任命+质疑选委|Severe Blowback + Tsang Chun-wah Gets Elected + Central (Govt) Won't Appoint + Question Election Committee
激烈反彈+曾俊華當選+中央將不會任命+質疑選委|Severe Blowback + Tsang Chun-wah Gets Elected + Central (Govt) Won't Appoint + Question Election Committee
江派+梁振英|Jiang (Zemin) Clique + Leung Chun-ying
法学界人士+联名要求+周强下台|Jurisprudence Professionals + Signed (a open letter) to demand + Zhou Qiang to Step Down
中国退伍军人+维权+八一大楼|Chinese Retired Military Veteran + Defend Rights + 81 Building
不忘抗争+习近平+中国女政治犯|Don't Forget to Fight + Xi Jinping + Chinese Female Political Criminals
习近平+诺贝尔和平奖+刘晓波|Xi Jinping + Nobel Peace Prize + Liu Xiaobo
王岐山+江系+曾庆红+调查+架空|Governor of Yunnan Province + Scandal of Wrongly Prouncing Characters + Fu You Lake
雲南省長+讀錯字醜聞+撫優湖|Governor of Yunnan Province + Scandal of Wrongly Prouncing Characters + Fu You Lake
宽衣通商+镇越铁路|Loosen Clothes and Smooth Business + Zhen Yue Railway
寬衣通商+鎮越鐵路|Loosen Clothes and Smooth Business + Zhen Yue Railway
习近平+江系|Xi Jingping + Jiang Clique
習近平+江系|Xi Jingping + Jiang Clique
退役军人+中纪委+任国强|Military Veterans + Central Discipline and Inspection Committee + Ren Guoqiang
访民黄伦+撬门抄家+北京上访|Petitioner Huang Lun + Break In and Confiscate Things at Home + Petition in Beijing
訪民黃倫+撬門抄家+北京上訪|Petitioner Huang Lun + Break In and Confiscate Things at Home + Petition in Beijing
政策的牺牲品+梁振英的维稳+中共改造|Sacrifice for Policy + Lueng Chun-ying's Stability Maintenance (Tool) + CCP Reform
街头政治+大陆横行霸道+中共红二代|Street Politics + Mainland Bullies + CCP 2nd Red Generation
街頭政治+大陸橫行霸道+中共紅二代|Street Politics + Mainland Bullies + CCP 2nd Red Generation
党报和五毛+中共念念不忘+改造香港|Party Newspaper + Fifty-cent (Party) + CCP Never Forgets + Change Hong Kong
黨報和五毛+中共念念不忘+改造香港|Party Newspaper + Fifty-cent (Party) + CCP Never Forgets + Change Hong Kong
政治歌+彭丽媛并立+高层雷厉风行|Politcal Songs + Peng Liyuan Parallel + High Level (carries out a task) resolutely and swiftly
中共官员+抛弃统战+难逞所愿|CCP Officials + Abandon United Front + Difficult to Fulfil One's Wish
两会疯狂维稳+截访者+冲击旅馆+韩素华仰药|Two Sessions Crazy about Maintaining Social Stability + Petition Stoppers + Attack Hotels + Han Suhua Drinks Poisonous Drugs 
兩會瘋狂維穩+截訪者+衝擊旅館+韓素華仰藥|Two Sessions Crazy about Maintaining Social Stability + Petition Stoppers + Attack Hotels + Han Suhua Drinks Poisonous Drugs 
沙雅监狱+张海涛+期满考试合格|Shayar/Xayar Jail + Zhang Haitao + (Jail) Time Finished and Pass The (Reeducation) Exam 
沙雅監獄+張海濤+期滿考試合格|Shayar/Xayar Jail + Zhang Haitao + (Jail) Time Finished and Pass The (Reeducation) Exam 
新疆当局+张海涛+良心犯|Xinjiang Authorities + Zhang Haitao + Criminals with Conscience
低级的算法+暗批中国制裁+朝中社署名|Low-grade Calculation + Indirectly Criticize China's Sanctions (against North Korea) + Korean Central News Agency
